"No.","Time","Source","Destination","Protocol","Length","Sender IP address","Info"
"58590","8.502457","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=83969 Ack=1 Win=131072 Len=512 TSval=8580 TSecr=8332"
"58601","8.507983","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"58711","8.523676","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=84481 Ack=1 Win=131072 Len=512 TSval=8601 TSecr=8332"
"58735","8.526572","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"58773","8.533080","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=84481 Ack=1 Win=131072 Len=512 TSval=8609 TSecr=8463 [TCP segment of a reassembled PDU]"
"58818","8.540165","10.1.2.20","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 27  >  49171 [ACK] Seq=1 Ack=218689 Win=32768 Len=0 TSval=8622 TSecr=8284"
"58913","8.544822","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=84993 Ack=1 Win=131072 Len=512 TSval=8626 TSecr=8501"
"59030","8.551622","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"59184","8.561963","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"59268","8.565899","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"59298","8.566883","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=85505 Ack=1 Win=131072 Len=512 TSval=8646 TSecr=8501"
"59329","8.572538","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=85505 Ack=1 Win=131072 Len=512 TSval=8652 TSecr=8507"
"59331","8.573018","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=85505 Ack=1 Win=131072 Len=512 TSval=8649 TSecr=8504"
"59333","8.573378","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=85505 Ack=1 Win=131072 Len=512 TSval=8651 TSecr=8506"
"59335","8.573594","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"59337","8.573876","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=85505 Ack=1 Win=131072 Len=512 TSval=8653 TSecr=8512"
"59435","8.587219","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=86017 Ack=1 Win=131072 Len=512 TSval=8665 TSecr=8544"
"59437","8.587472","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=86017 Ack=1 Win=131072 Len=512 TSval=8667 TSecr=8501"
"59441","8.587862","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=86017 Ack=1 Win=131072 Len=512 TSval=8670 TSecr=8504"
"59492","8.594837","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"59494","8.595053","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=86017 Ack=1 Win=131072 Len=512 TSval=8671 TSecr=8506"
"59496","8.595299","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=86017 Ack=1 Win=131072 Len=512 TSval=8674 TSecr=8512"
"59535","8.600231","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=86017 Ack=1 Win=131072 Len=512 TSval=8673 TSecr=8507"
"59567","8.607352","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=86529 Ack=1 Win=131072 Len=512 TSval=8686 TSecr=8544"
"59569","8.607763","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=86529 Ack=1 Win=131072 Len=512 TSval=8687 TSecr=8501"
"59571","8.607962","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=86529 Ack=1 Win=131072 Len=512 TSval=8683 TSecr=8537"
"59601","8.613458","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=86529 Ack=1 Win=131072 Len=512 TSval=8690 TSecr=8504"
"59603","8.613830","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=86529 Ack=1 Win=131072 Len=512 TSval=8694 TSecr=8512"
"59632","8.619444","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=86529 Ack=1 Win=131072 Len=512 TSval=8693 TSecr=8507"
"59676","8.625479","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=87041 Ack=1 Win=131072 Len=512 TSval=8706 TSecr=8544"
"59678","8.625749","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=86529 Ack=1 Win=131072 Len=512 TSval=8692 TSecr=8506"
"59680","8.625948","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=87041 Ack=1 Win=131072 Len=512 TSval=8703 TSecr=8537"
"59682","8.626182","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"59684","8.626426","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=87041 Ack=1 Win=131072 Len=512 TSval=8708 TSecr=8501"
"59695","8.631836","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=87041 Ack=1 Win=131072 Len=512 TSval=8712 TSecr=8506"
"59697","8.631917","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=87041 Ack=1 Win=131072 Len=512 TSval=8710 TSecr=8504"
"59698","8.636550","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"59700","8.636794","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=87041 Ack=1 Win=131072 Len=512 TSval=8714 TSecr=8507"
"59702","8.636920","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=87041 Ack=1 Win=131072 Len=512 TSval=8710 TSecr=8504"
"59715","8.642463","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=87553 Ack=1 Win=131072 Len=512 TSval=8723 TSecr=8537"
"59747","8.646540","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=87553 Ack=1 Win=131072 Len=512 TSval=8727 TSecr=8544"
"59762","8.648935","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=87553 Ack=1 Win=131072 Len=512 TSval=8728 TSecr=8501"
"59817","8.653668","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=87553 Ack=1 Win=131072 Len=512 TSval=8733 TSecr=8506"
"59819","8.653867","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=87553 Ack=1 Win=131072 Len=512 TSval=8734 TSecr=8507"
"59821","8.653957","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=87553 Ack=1 Win=131072 Len=512 TSval=8731 TSecr=8504"
"59906","8.660414","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"59951","8.663240","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=88065 Ack=1 Win=131072 Len=512 TSval=8744 TSecr=8537"
"59954","8.663551","10.1.2.3","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 10  >  49154 [ACK] Seq=1 Ack=685769 Win=131072 Len=0 TSval=8745 TSecr=8474"
"59973","8.669783","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=88065 Ack=1 Win=131072 Len=512 TSval=8751 TSecr=8626"
"60038","8.675819","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=88065 Ack=1 Win=131072 Len=512 TSval=8749 TSecr=8625"
"60040","8.676075","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"60042","8.676282","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"60167","8.681940","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=88065 Ack=1 Win=131072 Len=512 TSval=8759 TSecr=8567"
"60169","8.682021","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=88065 Ack=1 Win=131072 Len=512 TSval=8751 TSecr=8626"
"60174","8.683275","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=88065 Ack=1 Win=131072 Len=512 TSval=8747 TSecr=8544"
"60340","8.693866","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=88577 Ack=1 Win=131072 Len=512 TSval=8774 TSecr=8635"
"60397","8.695086","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=88577 Ack=1 Win=131072 Len=512 TSval=8776 TSecr=8591"
"60416","8.696760","10.1.2.7","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  45 [ACK] Seq=88577 Ack=1 Win=131072 Len=512 TSval=8774 TSecr=8635"
"60418","8.696976","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"60448","8.702845","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"60475","8.708131","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=89089 Ack=1 Win=131072 Len=512 TSval=8788 TSecr=8664"
"60485","8.710800","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"60487","8.710890","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=89089 Ack=1 Win=131072 Len=512 TSval=8792 TSecr=8626"
"60541","8.712663","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=89089 Ack=1 Win=131072 Len=512 TSval=8794 TSecr=8635"
"60553","8.715311","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=89089 Ack=1 Win=131072 Len=512 TSval=8796 TSecr=8671"
"60557","8.716328","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"60786","8.732828","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=89601 Ack=1 Win=131072 Len=512 TSval=8808 TSecr=8664"
"60788","8.733044","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"60790","8.733251","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=89601 Ack=1 Win=131072 Len=512 TSval=8815 TSecr=8635"
"60792","8.733503","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=89601 Ack=1 Win=131072 Len=512 TSval=8810 TSecr=8625"
"60794","8.733593","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=89601 Ack=1 Win=131072 Len=512 TSval=8813 TSecr=8626"
"60797","8.739642","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=89601 Ack=1 Win=131072 Len=512 TSval=8816 TSecr=8671"
"60801","8.740001","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"60831","8.751788","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=90113 Ack=1 Win=131072 Len=512 TSval=8830 TSecr=8625"
"60833","8.751878","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=90113 Ack=1 Win=131072 Len=512 TSval=8833 TSecr=8626"
"60835","8.752268","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"60851","8.757711","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=90113 Ack=1 Win=131072 Len=512 TSval=8835 TSecr=8635"
"60853","8.757910","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=90113 Ack=1 Win=131072 Len=512 TSval=8829 TSecr=8664"
"60855","8.758190","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=90113 Ack=1 Win=131072 Len=512 TSval=8836 TSecr=8671"
"60859","8.762972","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"60906","8.767504","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=90625 Ack=1 Win=131072 Len=512 TSval=8846 TSecr=8624"
"60911","8.767863","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=90625 Ack=1 Win=131072 Len=512 TSval=8849 TSecr=8664"
"60964","8.771753","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"61029","8.777493","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=90625 Ack=1 Win=131072 Len=512 TSval=8857 TSecr=8671"
"61031","8.777709","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=90625 Ack=1 Win=131072 Len=512 TSval=8856 TSecr=8635"
"61037","8.778031","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=90625 Ack=1 Win=131072 Len=512 TSval=8854 TSecr=8626"
"61098","8.784076","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=90625 Ack=1 Win=131072 Len=512 TSval=8851 TSecr=8625"
"61115","8.788604","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=91137 Ack=1 Win=131072 Len=512 TSval=8870 TSecr=8664"
"61117","8.788821","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=91137 Ack=1 Win=131072 Len=512 TSval=8867 TSecr=8705"
"61228","8.797776","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"61230","8.797984","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=91137 Ack=1 Win=131072 Len=512 TSval=8877 TSecr=8671"
"61327","8.811096","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=91649 Ack=1 Win=131072 Len=512 TSval=8890 TSecr=8664"
"61329","8.811321","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"61333","8.811741","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=91649 Ack=1 Win=131072 Len=512 TSval=8892 TSecr=8749"
"61411","8.816677","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=91649 Ack=1 Win=131072 Len=512 TSval=8898 TSecr=8671"
"61445","8.820153","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"61487","8.824331","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=91649 Ack=1 Win=131072 Len=512 TSval=8895 TSecr=8755"
"61610","8.833066","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"61629","8.834069","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"61631","8.835839","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=92161 Ack=1 Win=131072 Len=512 TSval=8912 TSecr=8749"
"61633","8.836082","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=92161 Ack=1 Win=131072 Len=512 TSval=8917 TSecr=8755"
"61635","8.836190","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=92161 Ack=1 Win=131072 Len=512 TSval=8915 TSecr=8755"
"61636","8.836521","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=92161 Ack=1 Win=131072 Len=512 TSval=8915 TSecr=8755"
"61638","8.836858","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=92161 Ack=1 Win=131072 Len=512 TSval=8918 TSecr=8801"
"61650","8.838062","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=92161 Ack=1 Win=131072 Len=512 TSval=8920 TSecr=8756"
"61658","8.839160","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"61723","8.846962","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=92673 Ack=1 Win=131072 Len=512 TSval=8928 TSecr=8824"
"61735","8.852168","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=92673 Ack=1 Win=131072 Len=512 TSval=8933 TSecr=8831"
"61737","8.852420","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"61739","8.852637","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=92673 Ack=1 Win=131072 Len=512 TSval=8931 TSecr=8828"
"61745","8.854104","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=92673 Ack=1 Win=131072 Len=512 TSval=8936 TSecr=8795"
"61781","8.857085","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=92673 Ack=1 Win=131072 Len=512 TSval=8938 TSecr=8835"
"61827","8.860150","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=92673 Ack=1 Win=131072 Len=512 TSval=8939 TSecr=8836"
"61829","8.860396","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=92673 Ack=1 Win=131072 Len=512 TSval=8940 TSecr=8796"
"61834","8.860812","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"61871","8.866795","10.1.2.3","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 10  >  49154 [ACK] Seq=1 Ack=707209 Win=131072 Len=0 TSval=8948 TSecr=8845"
"61884","8.867641","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=93185 Ack=1 Win=131072 Len=512 TSval=8949 TSecr=8824"
"61888","8.870067","10.1.2.20","10.1.1.2","TCP","90","","27  >  49171 [ACK] Seq=1 Ack=243345 Win=32768 Len=0 TSval=8952 TSecr=8722"
"61890","8.870270","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=93185 Ack=1 Win=131072 Len=512 TSval=8952 TSecr=8828"
"61904","8.874869","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=93185 Ack=1 Win=131072 Len=512 TSval=8956 TSecr=8836"
"61905","8.875253","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=93185 Ack=1 Win=131072 Len=512 TSval=8953 TSecr=8831"
"61907","8.875514","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"61909","8.875640","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=93185 Ack=1 Win=131072 Len=512 TSval=8956 TSecr=8836"
"61965","8.880449","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=93185 Ack=1 Win=131072 Len=512 TSval=8958 TSecr=8835"
"61967","8.880665","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"61969","8.880884","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=93185 Ack=1 Win=131072 Len=512 TSval=8961 TSecr=8796"
"61991","8.881749","10.1.2.21","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 28  >  49172 [ACK] Seq=1 Ack=986585 Win=131072 Len=0 TSval=8963 TSecr=8590"
"62005","8.887699","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=93697 Ack=1 Win=131072 Len=512 TSval=8969 TSecr=8824"
"62007","8.890733","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=93697 Ack=1 Win=131072 Len=512 TSval=8972 TSecr=8828"
"62011","8.892247","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=93697 Ack=1 Win=131072 Len=512 TSval=8974 TSecr=8831"
"62030","8.897230","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=93697 Ack=1 Win=131072 Len=512 TSval=8977 TSecr=8836"
"62032","8.898252","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"62034","8.898513","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=93697 Ack=1 Win=131072 Len=512 TSval=8979 TSecr=8835"
"62038","8.898880","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=93697 Ack=1 Win=131072 Len=512 TSval=8980 TSecr=8836"
"62050","8.899513","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=93697 Ack=1 Win=131072 Len=512 TSval=8981 TSecr=8865"
"62105","8.903456","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"62153","8.908971","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=94209 Ack=1 Win=131072 Len=512 TSval=8990 TSecr=8824"
"62183","8.910054","10.1.2.9","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 16  >  49160 [ACK] Seq=1 Ack=1023313 Win=131072 Len=0 TSval=8992 TSecr=8859"
"62193","8.911215","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=94209 Ack=1 Win=131072 Len=512 TSval=8993 TSecr=8875"
"62260","8.915630","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=94209 Ack=1 Win=131072 Len=512 TSval=8994 TSecr=8890"
"62262","8.915846","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"62264","8.916035","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=94209 Ack=1 Win=131072 Len=512 TSval=8997 TSecr=8885"
"62270","8.917465","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=94209 Ack=1 Win=131072 Len=512 TSval=8999 TSecr=8878"
"62310","8.924053","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"62390","8.932349","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9010 TSecr=8894"
"62392","8.933207","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9015 TSecr=8890"
"62394","8.933406","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=94209 Ack=1 Win=131072 Len=512 TSval=9000 TSecr=8877"
"62400","8.933992","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9013 TSecr=8875"
"62473","8.945142","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9019 TSecr=8878"
"62475","8.945223","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9018 TSecr=8885"
"62476","8.945516","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9021 TSecr=8877"
"62478","8.945742","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"62480","8.946186","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"62482","8.946267","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9018 TSecr=8885"
"62483","8.946702","10.1.2.13","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  51 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9013 TSecr=8875"
"62485","8.946966","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9022 TSecr=8877"
"62488","8.947322","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=94721 Ack=1 Win=131072 Len=512 TSval=9018 TSecr=8885"
"62523","8.953857","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=95233 Ack=1 Win=131072 Len=512 TSval=9035 TSecr=8890"
"62555","8.959495","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=95233 Ack=1 Win=131072 Len=512 TSval=9034 TSecr=8875"
"62569","8.961999","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=95233 Ack=1 Win=131072 Len=512 TSval=9042 TSecr=8877"
"62571","8.962260","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=95233 Ack=1 Win=131072 Len=512 TSval=9040 TSecr=8878"
"62573","8.964811","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=95233 Ack=1 Win=131072 Len=512 TSval=9031 TSecr=8894"
"62579","8.965729","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"62581","8.965936","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"62583","8.966053","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=95233 Ack=1 Win=131072 Len=512 TSval=9038 TSecr=8885"
"62585","8.966399","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=95233 Ack=1 Win=131072 Len=512 TSval=9041 TSecr=8877"
"62598","8.971551","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=95745 Ack=1 Win=131072 Len=512 TSval=9051 TSecr=8894"
"62608","8.977075","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=95745 Ack=1 Win=131072 Len=512 TSval=9054 TSecr=8875"
"62619","8.978135","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=95745 Ack=1 Win=131072 Len=512 TSval=9059 TSecr=8885"
"62692","8.983022","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=95745 Ack=1 Win=131072 Len=512 TSval=9063 TSecr=8877"
"62694","8.983259","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=95745 Ack=1 Win=131072 Len=512 TSval=9056 TSecr=8890"
"62697","8.983596","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"62699","8.984235","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=95745 Ack=1 Win=131072 Len=512 TSval=9062 TSecr=8877"
"62701","8.984505","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=95745 Ack=1 Win=131072 Len=512 TSval=9060 TSecr=8878"
"62821","8.993143","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=96257 Ack=1 Win=131072 Len=512 TSval=9075 TSecr=8950"
"62896","8.997212","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"62923","8.998310","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=96257 Ack=1 Win=131072 Len=512 TSval=9072 TSecr=8949"
"62925","8.998535","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=96257 Ack=1 Win=131072 Len=512 TSval=9080 TSecr=8965 [TCP segment of a reassembled PDU]"
