"No.","Time","Source","Destination","Protocol","Length","Antenna signal","Data rate (Mb/s)","SSID","Signal strength (dBm)","Info"
"346","56.294071150","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-78 dBm,-78 dBm,-79 dBm","12","""MOBILE-S""","-79 dBm","Beacon frame, SN=3639, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"347","56.294078622","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-79 dBm,-79 dBm,-79 dBm","6","""GUEST-N""","-79 dBm","Beacon frame, SN=1316, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"348","56.324971060","42:40:0c:27:31:b0","Broadcast","802.11","260","-83 dBm,-83 dBm,-92 dBm","1","""MKR-new""","-92 dBm","Beacon frame, SN=1853, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"349","56.770524671","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame, SN=3072, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"350","56.872808254","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame, SN=3073, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"351","56.873010381","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-87 dBm,-87 dBm,-91 dBm","12","""MOBILE-S""","-91 dBm","Beacon frame, SN=279, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"352","59.914825688","AristaNetwor_78:be:12","Broadcast","802.11","436","-87 dBm,-87 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=2446, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"353","60.009638368","AristaNetwor_c5:53:60","Broadcast","802.11","437","-83 dBm,-83 dBm,-86 dBm","12","""LAPTOP-S""","-86 dBm","Beacon frame, SN=1358, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"354","60.009664185","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-85 dBm","12","""MOBILE-S""","-85 dBm","Beacon frame, SN=112, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"355","60.009668664","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-85 dBm","6","""GUEST-N""","-85 dBm","Beacon frame, SN=162, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"356","60.015934390","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-88 dBm,-89 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=3330, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"357","60.112035420","AristaNetwor_c5:53:60","Broadcast","802.11","437","-83 dBm,-83 dBm,-85 dBm","12","""LAPTOP-S""","-85 dBm","Beacon frame, SN=1359, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"358","60.112056772","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-84 dBm","12","""MOBILE-S""","-84 dBm","Beacon frame, SN=113, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"359","60.112060560","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-85 dBm","6","""GUEST-N""","-85 dBm","Beacon frame, SN=163, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"360","60.119459630","AristaNetwor_78:be:12","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2448, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"361","60.258662059","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-41 dBm,-41 dBm,-46 dBm","1","""badabing""","-46 dBm","Beacon frame, SN=2890, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"362","60.261181920","42:5e:87:53:a3:0c","Broadcast","802.11","344","-89 dBm,-90 dBm,-89 dBm","1","""5G""","-89 dBm","Beacon frame, SN=904, FN=0, Flags=........C, BI=100, SSID=""5G"""
"363","60.286898427","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-76 dBm,-76 dBm,-78 dBm","12","""LAPTOP-S""","-78 dBm","Beacon frame, SN=2809, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"364","60.287163428","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-75 dBm,-75 dBm,-79 dBm","12","""MOBILE-S""","-79 dBm","Beacon frame, SN=3678, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"365","60.287717552","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-76 dBm,-76 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1355, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"366","60.316716832","42:40:0c:27:31:b0","Broadcast","802.11","260","-86 dBm,-86 dBm,-92 dBm","1","""MKR-new""","-92 dBm","Beacon frame, SN=1894, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"367","60.362198389","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-42 dBm,-42 dBm,-47 dBm","1","""badabing""","-47 dBm","Beacon frame, SN=2891, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"368","60.390528443","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-76 dBm,-76 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2810, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"369","60.390553521","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-77 dBm,-77 dBm,-79 dBm","12","""MOBILE-S""","-79 dBm","Beacon frame, SN=3679, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"370","60.391449583","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-76 dBm,-76 dBm,-79 dBm","6","""GUEST-N""","-79 dBm","Beacon frame, SN=1356, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"371","60.420020786","42:40:0c:27:31:b0","Broadcast","802.11","260","-86 dBm,-86 dBm,-93 dBm","1","""MKR-new""","-93 dBm","Beacon frame, SN=1895, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"372","60.463927937","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-40 dBm,-40 dBm,-47 dBm","1","""badabing""","-47 dBm","Beacon frame, SN=2892, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"373","60.867889133","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=318, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"374","60.867911093","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2866, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"375","64.012012958","AristaNetwor_78:be:12","Broadcast","802.11","436","-87 dBm,-87 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=2486, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"376","64.105019587","AristaNetwor_c5:53:60","Broadcast","802.11","437","-84 dBm,-84 dBm,-84 dBm","12","""LAPTOP-S""","-84 dBm","Beacon frame, SN=1398, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"377","64.105211624","AristaNetwor_c5:53:61","Broadcast","802.11","437","-82 dBm,-82 dBm,-84 dBm","12","""MOBILE-S""","-84 dBm","Beacon frame, SN=152, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"378","64.106922339","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-83 dBm","6","""GUEST-N""","-83 dBm","Beacon frame, SN=202, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"379","64.114100549","AristaNetwor_78:be:12","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2487, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"380","64.208235932","AristaNetwor_c5:53:60","Broadcast","802.11","437","-84 dBm,-84 dBm,-84 dBm","12","""LAPTOP-S""","-84 dBm","Beacon frame, SN=1399, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"381","64.208272356","AristaNetwor_c5:53:61","Broadcast","802.11","437","-84 dBm,-84 dBm,-84 dBm","12","""MOBILE-S""","-84 dBm","Beacon frame, SN=153, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"382","64.208277980","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-84 dBm","6","""GUEST-N""","-84 dBm","Beacon frame, SN=203, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"383","64.214042526","AristaNetwor_c5:4d:60","Broadcast","802.11","437","-88 dBm,-88 dBm,-89 dBm","12","""LAPTOP-S""","-89 dBm","Beacon frame, SN=1878, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"384","64.214075838","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-88 dBm,-88 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=3370, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"385","64.216283131","AristaNetwor_78:be:12","Broadcast","802.11","436","-87 dBm,-87 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=2488, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"386","64.312419215","42:40:0c:27:31:b0","Broadcast","802.11","260","-87 dBm,-87 dBm,-92 dBm","1","""MKR-new""","-92 dBm","Beacon frame, SN=1935, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"387","64.356588662","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-41 dBm,-41 dBm,-47 dBm","1","""badabing""","-47 dBm","Beacon frame, SN=2930, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"388","64.383169890","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-77 dBm,-79 dBm,-77 dBm","12","""LAPTOP-S""","-77 dBm","Beacon frame, SN=2849, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"389","64.383493986","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-78 dBm,-78 dBm,-78 dBm","12","""MOBILE-S""","-78 dBm","Beacon frame, SN=3718, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"390","64.384041573","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-78 dBm,-78 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1395, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"391","64.417096368","42:40:0c:27:31:b0","Broadcast","802.11","260","-85 dBm,-85 dBm,-90 dBm","1","""MKR-new""","-90 dBm","Beacon frame, SN=1936, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"392","64.458371577","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-40 dBm,-40 dBm,-46 dBm","1","""badabing""","-46 dBm","Beacon frame, SN=2931, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"393","64.486680226","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-78 dBm,-79 dBm,-78 dBm","12","""LAPTOP-S""","-78 dBm","Beacon frame, SN=2850, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"394","64.486720921","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-77 dBm,-79 dBm,-77 dBm","12","""MOBILE-S""","-77 dBm","Beacon frame, SN=3719, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"395","64.486727861","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-78 dBm,-80 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1396, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"396","64.962949780","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-87 dBm,-87 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame, SN=3152, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"397","64.963805587","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2906, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"398","65.065085865","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame, SN=3153, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"399","65.065375074","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-92 dBm","12","""MOBILE-S""","-92 dBm","Beacon frame, SN=359, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"400","65.065942700","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-87 dBm,-87 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame, SN=2907, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"401","68.100292501","AristaNetwor_c5:53:60","Broadcast","802.11","437","-83 dBm,-83 dBm,-85 dBm","12","""LAPTOP-S""","-85 dBm","Beacon frame, SN=1437, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"402","68.100321821","AristaNetwor_c5:53:61","Broadcast","802.11","437","-84 dBm,-84 dBm,-85 dBm","12","""MOBILE-S""","-85 dBm","Beacon frame, SN=191, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"403","68.100342085","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-85 dBm","6","""GUEST-N""","-85 dBm","Beacon frame, SN=241, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"404","68.105695118","AristaNetwor_c5:4d:61","Broadcast","802.11","437","-87 dBm,-87 dBm,-88 dBm","12","""MOBILE-S""","-88 dBm","Beacon frame, SN=3163, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"405","68.105732537","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3408, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"406","68.106427988","AristaNetwor_78:be:10","Broadcast","802.11","437","-86 dBm,-86 dBm,-89 dBm","12","""LAPTOP-S""","-89 dBm","Beacon frame, SN=5, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"407","68.106465728","AristaNetwor_78:be:11","Broadcast","802.11","437","-87 dBm,-87 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=1471, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"408","68.107352283","AristaNetwor_78:be:12","Broadcast","802.11","436","-86 dBm,-86 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=2526, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"409","68.202002203","AristaNetwor_c5:53:60","Broadcast","802.11","437","-85 dBm,-85 dBm,-85 dBm","12","""LAPTOP-S""","-85 dBm","Beacon frame, SN=1438, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"410","68.202036193","AristaNetwor_c5:53:61","Broadcast","802.11","437","-84 dBm,-84 dBm,-85 dBm","12","""MOBILE-S""","-85 dBm","Beacon frame, SN=192, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"411","68.202042285","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-85 dBm","6","""GUEST-N""","-85 dBm","Beacon frame, SN=242, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"412","68.304367843","AristaNetwor_c5:53:60","Broadcast","802.11","437","-84 dBm,-85 dBm,-84 dBm","12","""LAPTOP-S""","-84 dBm","Beacon frame, SN=1439, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"413","68.304393279","AristaNetwor_c5:53:61","Broadcast","802.11","437","-84 dBm,-85 dBm,-84 dBm","12","""MOBILE-S""","-84 dBm","Beacon frame, SN=193, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"414","68.304399979","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-84 dBm","6","""GUEST-N""","-84 dBm","Beacon frame, SN=243, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"415","68.310187956","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-88 dBm,-88 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=3410, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"416","68.452134452","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-38 dBm,-38 dBm,-44 dBm","1","""badabing""","-44 dBm","Beacon frame, SN=2970, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"417","68.479566411","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-78 dBm,-78 dBm,-78 dBm","12","""LAPTOP-S""","-78 dBm","Beacon frame, SN=2889, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"418","68.479602213","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-78 dBm,-78 dBm,-78 dBm","12","""MOBILE-S""","-78 dBm","Beacon frame, SN=3758, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"419","68.480387629","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-78 dBm,-78 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1435, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"420","68.512325934","42:40:0c:27:31:b0","Broadcast","802.11","260","-87 dBm,-87 dBm,-94 dBm","1","""MKR-new""","-94 dBm","Beacon frame, SN=1977, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"421","68.581600843","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-76 dBm,-76 dBm,-78 dBm","12","""LAPTOP-S""","-78 dBm","Beacon frame, SN=2890, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"422","68.582132724","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-77 dBm,-77 dBm,-78 dBm","12","""MOBILE-S""","-78 dBm","Beacon frame, SN=3759, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"423","68.582692376","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-77 dBm,-77 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1436, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"424","68.957030570","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-85 dBm,-85 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=397, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"425","68.957564874","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-87 dBm,-87 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame, SN=2945, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"426","69.060858509","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2946, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"427","69.161280094","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=3193, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"428","69.162127715","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-87 dBm,-87 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame, SN=2947, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"429","71.990063840","AristaNetwor_c5:53:60","Broadcast","802.11","437","-85 dBm,-85 dBm,-86 dBm","12","""LAPTOP-S""","-86 dBm","Beacon frame, SN=1475, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"430","71.990297645","AristaNetwor_c5:53:61","Broadcast","802.11","437","-85 dBm,-85 dBm,-86 dBm","12","""MOBILE-S""","-86 dBm","Beacon frame, SN=229, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"431","71.990895796","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-86 dBm","6","""GUEST-N""","-86 dBm","Beacon frame, SN=279, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"432","71.997540628","AristaNetwor_78:be:10","Broadcast","802.11","437","-87 dBm,-87 dBm,-89 dBm","12","""LAPTOP-S""","-89 dBm","Beacon frame, SN=43, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"433","71.998364092","AristaNetwor_78:be:12","Broadcast","802.11","436","-87 dBm,-87 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=2564, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"434","72.092771268","AristaNetwor_c5:53:61","Broadcast","802.11","437","-85 dBm,-85 dBm,-85 dBm","12","""MOBILE-S""","-85 dBm","Beacon frame, SN=230, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"435","72.093300229","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-86 dBm","6","""GUEST-N""","-86 dBm","Beacon frame, SN=280, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"436","72.100784952","AristaNetwor_78:be:12","Broadcast","802.11","436","-88 dBm,-88 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2565, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"437","72.194893282","AristaNetwor_c5:53:60","Broadcast","802.11","437","-84 dBm,-84 dBm,-87 dBm","12","""LAPTOP-S""","-87 dBm","Beacon frame, SN=1477, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"438","72.195174000","AristaNetwor_c5:53:61","Broadcast","802.11","437","-84 dBm,-84 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=231, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"439","72.195702832","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=281, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"440","72.203138881","AristaNetwor_78:be:12","Broadcast","802.11","436","-86 dBm,-86 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=2566, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"441","72.239869752","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-39 dBm,-39 dBm,-47 dBm","1","""badabing""","-47 dBm","Beacon frame, SN=3007, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"442","72.268235570","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-79 dBm,-81 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2926, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"443","72.268439613","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-78 dBm,-80 dBm,-78 dBm","12","""MOBILE-S""","-78 dBm","Beacon frame, SN=3795, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"444","72.269059953","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-78 dBm,-81 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1472, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"445","72.301707721","42:40:0c:27:31:b0","Broadcast","802.11","260","-85 dBm,-85 dBm,-88 dBm","1","""MKR-new""","-88 dBm","Beacon frame, SN=2014, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"446","72.342330661","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-40 dBm,-40 dBm,-45 dBm","1","""badabing""","-45 dBm","Beacon frame, SN=3008, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"447","72.370614037","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-78 dBm,-81 dBm,-78 dBm","12","""LAPTOP-S""","-78 dBm","Beacon frame, SN=2927, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"448","72.371463955","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-78 dBm,-81 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1473, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"449","72.400531721","42:40:0c:27:31:b0","Broadcast","802.11","260","-83 dBm,-83 dBm,-89 dBm","1","""MKR-new""","-89 dBm","Beacon frame, SN=2015, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"450","72.444725634","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-41 dBm,-41 dBm,-48 dBm","1","""badabing""","-48 dBm","Beacon frame, SN=3009, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"451","72.746271505","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-89 dBm","12","""LAPTOP-S""","-89 dBm","Beacon frame, SN=3228, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"452","72.746561749","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=434, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"453","72.747110713","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-87 dBm,-87 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame, SN=2982, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"454","72.951718643","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-87 dBm,-87 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=436, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"455","72.951741797","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2984, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"456","75.984611216","AristaNetwor_c5:53:60","Broadcast","802.11","437","-84 dBm,-84 dBm,-88 dBm","12","""LAPTOP-S""","-88 dBm","Beacon frame, SN=1514, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"457","75.984635255","AristaNetwor_c5:53:61","Broadcast","802.11","437","-84 dBm,-84 dBm,-88 dBm","12","""MOBILE-S""","-88 dBm","Beacon frame, SN=268, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"458","75.984643925","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=318, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"459","76.087012438","AristaNetwor_c5:53:60","Broadcast","802.11","437","-84 dBm,-84 dBm,-89 dBm","12","""LAPTOP-S""","-89 dBm","Beacon frame, SN=1515, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"460","76.087034618","AristaNetwor_c5:53:61","Broadcast","802.11","437","-84 dBm,-84 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=269, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"461","76.087039999","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=319, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
